,action_id,action_type_label,action_subcategory_label,action_start_date,action_year,action_end_date,action_collection_year,action_collection,action_universe,action_category_label,action_channel,action_label,client_id,client_is_present,client_is_invited,duration,duration_days,gain_user,cluster_not_attending_gain,real_gain_event
135,a874574,Collection,Collection,2022-04-21,2022,2022-04-22,2022,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c90031048,1,1,1 days,1.0,-8994.003887269193,0.0,-8994.003887269193
136,a874574,Collection,Collection,2022-04-21,2022,2022-04-22,2022,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c19787686,1,1,1 days,1.0,-8994.003887269193,0.0,-8994.003887269193
137,a874574,Collection,Collection,2022-04-21,2022,2022-04-22,2022,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c01451766,1,1,1 days,1.0,-8994.003887269193,0.0,-8994.003887269193
138,a874574,Collection,Collection,2022-04-21,2022,2022-04-22,2022,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c62691898,1,1,1 days,1.0,-8994.003887269193,0.0,-8994.003887269193
139,a874574,Collection,Collection,2022-04-21,2022,2022-04-22,2022,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c43542076,1,1,1 days,1.0,-8994.003887269193,0.0,-8994.003887269193
140,a874574,Collection,Collection,2022-04-21,2022,2022-04-22,2022,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c75523238,1,1,1 days,1.0,-8994.003887269193,0.0,-8994.003887269193
141,a874574,Collection,Collection,2022-04-21,2022,2022-04-22,2022,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c90823566,1,1,1 days,1.0,-8994.003887269193,0.0,-8994.003887269193
142,a874574,Collection,Collection,2022-04-21,2022,2022-04-22,2022,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c58527958,1,1,1 days,1.0,-8994.003887269193,0.0,-8994.003887269193
143,a874574,Collection,Collection,2022-04-21,2022,2022-04-22,2022,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c76354296,1,1,1 days,1.0,-8994.003887269193,0.0,-8994.003887269193
144,a874574,Collection,Collection,2022-04-21,2022,2022-04-22,2022,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c33106889,1,1,1 days,1.0,-8994.003887269193,0.0,-8994.003887269193
145,a874574,Collection,Collection,2022-04-21,2022,2022-04-22,2022,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c20780210,1,1,1 days,1.0,-8994.003887269193,0.0,-8994.003887269193
146,a874574,Collection,Collection,2022-04-21,2022,2022-04-22,2022,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c56770646,1,1,1 days,1.0,-8994.003887269193,0.0,-8994.003887269193
147,a874574,Collection,Collection,2022-04-21,2022,2022-04-22,2022,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c28292671,1,1,1 days,1.0,-8994.003887269193,0.0,-8994.003887269193
148,a874574,Collection,Collection,2022-04-21,2022,2022-04-22,2022,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c45159339,1,1,1 days,1.0,-8994.003887269193,0.0,-8994.003887269193
149,a874574,Collection,Collection,2022-04-21,2022,2022-04-22,2022,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c88950607,1,1,1 days,1.0,-8994.003887269193,0.0,-8994.003887269193
150,a874574,Collection,Collection,2022-04-21,2022,2022-04-22,2022,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c15084670,1,1,1 days,1.0,-8994.003887269193,0.0,-8994.003887269193
151,a874574,Collection,Collection,2022-04-21,2022,2022-04-22,2022,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c78778641,1,1,1 days,1.0,-8994.003887269193,0.0,-8994.003887269193
152,a874574,Collection,Collection,2022-04-21,2022,2022-04-22,2022,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c89406150,1,1,1 days,1.0,-8994.003887269193,0.0,-8994.003887269193
153,a874574,Collection,Collection,2022-04-21,2022,2022-04-22,2022,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c83437111,1,1,1 days,1.0,-8994.003887269193,0.0,-8994.003887269193
154,a874574,Collection,Collection,2022-04-21,2022,2022-04-22,2022,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c34288250,1,1,1 days,1.0,-8994.003887269193,0.0,-8994.003887269193
155,a874574,Collection,Collection,2022-04-21,2022,2022-04-22,2022,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c14670747,1,1,1 days,1.0,-8994.003887269193,0.0,-8994.003887269193
156,a606308,Collection,Collection,2020-09-11,2020,2020-09-14,2020,Winter Collection,Women's Fashion,Retail,In store,Exclusive Offer,c68651004,0,1,3 days,3.0,,,
157,a195642,Collection,Collection,2021-11-12,2021,2021-11-12,2021,Spring Collection,Men's Fashion,Retail,In store,Social Gathering,c76989361,0,1,0 days,0.0,,,
158,a822146,Collection,Collection,2021-11-19,2021,2021-11-19,2021,Spring Collection,Men's Fashion,Retail,In store,Social Gathering,c76989361,0,1,0 days,0.0,,,
159,a952963,Collection,Collection,2020-12-22,2020,2020-12-29,2020,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c68651004,0,1,7 days,7.0,,,
160,a004211,Collection,Collection,2021-01-21,2021,2021-01-21,2021,Sailor Collection,Women's Fashion,Retail,,Social Gathering,c03246911,1,1,0 days,0.0,-8820.852598091198,0.0,-8820.852598091198
161,a533583,Collection,Collection,2021-11-04,2021,2021-11-10,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c99583816,1,1,6 days,6.0,-10561.598659003832,0.0,-10561.598659003832
162,a533583,Collection,Collection,2021-11-04,2021,2021-11-10,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c13732395,1,1,6 days,6.0,-10561.598659003832,0.0,-10561.598659003832
163,a533583,Collection,Collection,2021-11-04,2021,2021-11-10,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c96005147,1,1,6 days,6.0,-10561.598659003832,0.0,-10561.598659003832
164,a980532,Collection,Collection,2021-05-15,2021,2021-05-20,2021,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c95129542,1,1,5 days,5.0,-9063.59021688971,0.0,-9063.59021688971
165,a251702,Collection,Collection,2021-05-12,2021,2021-05-14,2021,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c94358069,1,1,2 days,2.0,-9171.084326306142,0.0,-9171.084326306142
166,a413397,Collection,Collection,2020-11-05,2020,2020-11-07,2020,Spring Collection,Men's Fashion,Retail,In store,Exclusive Offer,c87856584,0,1,2 days,2.0,,,
167,a254755,Collection,Collection,2021-05-01,2021,2021-05-02,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c87220878,1,1,1 days,1.0,-9070.259154929578,0.0,-9070.259154929578
168,a329358,Collection,Collection,2022-01-02,2022,2022-01-02,2022,Summer Collection,Men's Fashion,Retail,In store,Exclusive Offer,c31332667,1,1,0 days,0.0,-11074.797988264878,0.0,-11074.797988264878
169,a691824,Collection,Collection,2022-03-17,2022,2022-03-19,2022,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c86964518,0,1,2 days,2.0,,,
170,a691824,Collection,Collection,2022-03-17,2022,2022-03-19,2022,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c06668082,0,1,2 days,2.0,,,
171,a691824,Collection,Collection,2022-03-17,2022,2022-03-19,2022,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c21303186,0,1,2 days,2.0,,,
172,a691824,Collection,Collection,2022-03-17,2022,2022-03-19,2022,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c16844927,0,1,2 days,2.0,,,
173,a691824,Collection,Collection,2022-03-17,2022,2022-03-19,2022,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c69444790,0,1,2 days,2.0,,,
174,a691824,Collection,Collection,2022-03-17,2022,2022-03-19,2022,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c46371261,0,1,2 days,2.0,,,
175,a691824,Collection,Collection,2022-03-17,2022,2022-03-19,2022,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c67949870,0,1,2 days,2.0,,,
176,a691824,Collection,Collection,2022-03-17,2022,2022-03-19,2022,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c46525534,0,1,2 days,2.0,,,
177,a476970,Collection,Collection,2022-02-23,2022,2022-02-26,2022,Summer Collection,Women's Fashion,Retail,In store,Outdoor Event,c35447765,1,1,3 days,3.0,-10318.758460236886,0.0,-10318.758460236886
178,a476970,Collection,Collection,2022-02-23,2022,2022-02-26,2022,Summer Collection,Women's Fashion,Retail,In store,Outdoor Event,c04722945,1,1,3 days,3.0,-10318.758460236886,0.0,-10318.758460236886
179,a929738,Collection,Collection,2021-10-20,2021,2021-10-23,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c58219003,1,1,3 days,3.0,-10055.47908921933,0.0,-10055.47908921933
180,a983941,Collection,Collection,2021-10-14,2021,2021-10-16,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c96396504,1,1,2 days,2.0,-9720.776654411764,0.0,-9720.776654411764
181,a958581,Collection,Collection,2022-02-24,2022,2022-02-27,2022,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c52227050,0,1,3 days,3.0,,,
182,a274809,Collection,Collection,2021-09-23,2021,2021-09-23,2021,Winter Collection,Men's Fashion,Retail,,Exclusive Offer,c21198805,1,1,0 days,0.0,-9055.023576512456,0.0,-9055.023576512456
183,a988444,Collection,Collection,2022-03-06,2022,2022-03-09,2022,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c08012005,1,1,3 days,3.0,-10303.290543627227,0.0,-10303.290543627227
184,a358531,Collection,Collection,2022-03-05,2022,2022-03-07,2022,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c17729707,0,1,2 days,2.0,,,
185,a777691,Collection,Collection,2020-10-30,2020,2020-11-14,2020,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c28157539,0,1,15 days,15.0,,,
186,a599978,Social Celebrity Action,Collection,2020-12-11,2020,2020-12-12,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c89389304,1,1,1 days,1.0,-9426.601145038168,0.0,-9426.601145038168
187,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c39404820,0,1,13 days,13.0,,,
188,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c68676547,0,1,13 days,13.0,,,
189,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c27319757,0,1,13 days,13.0,,,
190,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c59934749,0,1,13 days,13.0,,,
191,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c28026661,0,1,13 days,13.0,,,
192,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c60584773,0,1,13 days,13.0,,,
193,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c52915942,0,1,13 days,13.0,,,
194,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c46644648,0,1,13 days,13.0,,,
195,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c04872905,0,1,13 days,13.0,,,
196,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c84627980,0,1,13 days,13.0,,,
197,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c56034944,0,1,13 days,13.0,,,
198,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c76003970,0,1,13 days,13.0,,,
199,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c23121130,0,1,13 days,13.0,,,
200,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c52419452,0,1,13 days,13.0,,,
201,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c26460259,0,1,13 days,13.0,,,
202,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c06634387,0,1,13 days,13.0,,,
203,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c71436022,0,1,13 days,13.0,,,
204,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c16424093,0,1,13 days,13.0,,,
205,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c13423555,0,1,13 days,13.0,,,
206,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c43478316,0,1,13 days,13.0,,,
207,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c23004274,0,1,13 days,13.0,,,
208,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c97514081,0,1,13 days,13.0,,,
209,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c61353685,0,1,13 days,13.0,,,
210,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c71492620,0,1,13 days,13.0,,,
211,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c80026484,0,1,13 days,13.0,,,
212,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c17239461,0,1,13 days,13.0,,,
213,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c43560654,0,1,13 days,13.0,,,
214,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c23496762,0,1,13 days,13.0,,,
215,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c34467332,0,1,13 days,13.0,,,
216,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c77964784,0,1,13 days,13.0,,,
217,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c50010842,0,1,13 days,13.0,,,
218,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c55223969,0,1,13 days,13.0,,,
219,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c92635033,0,1,13 days,13.0,,,
220,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c77077484,0,1,13 days,13.0,,,
221,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c45618083,0,1,13 days,13.0,,,
222,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c45547647,0,1,13 days,13.0,,,
223,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c66691061,0,1,13 days,13.0,,,
224,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c86392529,0,1,13 days,13.0,,,
225,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c95005150,0,1,13 days,13.0,,,
226,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c76289322,0,1,13 days,13.0,,,
227,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c62584082,0,1,13 days,13.0,,,
228,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c99080221,0,1,13 days,13.0,,,
229,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c43137796,0,1,13 days,13.0,,,
230,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c58721559,0,1,13 days,13.0,,,
231,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c89879621,0,1,13 days,13.0,,,
232,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c42181114,0,1,13 days,13.0,,,
233,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c50712981,0,1,13 days,13.0,,,
234,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c18004219,0,1,13 days,13.0,,,
235,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c92696120,0,1,13 days,13.0,,,
236,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c50546501,0,1,13 days,13.0,,,
237,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c74890108,0,1,13 days,13.0,,,
238,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c38537656,0,1,13 days,13.0,,,
239,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c51188778,0,1,13 days,13.0,,,
240,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c74178702,0,1,13 days,13.0,,,
241,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c88115559,0,1,13 days,13.0,,,
